xp_7d,empty_sessions,easy_tasks,days_since_last,streak_days,tasks_completed,session_count,goal_completion_pct,m_t,v_t,c_t,d_t,m_t_noisy,v_t_noisy,c_t_noisy,d_t_noisy,gdi_score,gdi_state,archetype,label
439.7,0,1,0.22,1,16,6,0.441,0.8794,0.0,0.1,0.0318,0.7612,0.0194,0.2524,0.0,0.3222,ENGAGED,high_engagement,0
67.97,5,7,0.62,2,2,1,0.288,0.1359,0.5,0.7,0.088,0.1214,0.4457,0.7029,0.0396,-0.212,SILENT_RECESS,low_engagement,2
371.49,2,2,0.25,0,14,6,0.76,0.743,0.2,0.2,0.0361,0.7423,0.1104,0.2529,0.0881,0.2064,ENGAGED,high_engagement,0
135.93,1,6,14.0,2,5,5,0.243,0.2719,0.1,0.6,1.0,0.2177,0.0,0.7372,0.8834,-0.3313,SILENT_RECESS,moderate_engagement,2
196.76,5,7,2.75,1,9,8,0.556,0.3935,0.5,0.7,0.3926,0.3771,0.5726,0.6668,0.3744,-0.2004,SILENT_RECESS,moderate_engagement,2
453.78,2,0,0.29,11,18,2,0.521,0.9076,0.2,0.0,0.0411,0.8599,0.0588,0.1962,0.0524,0.3107,ENGAGED,high_engagement,0
447.31,1,1,0.61,6,17,6,0.71,0.8946,0.1,0.1,0.0871,0.9729,0.1534,0.0,0.1727,0.2917,ENGAGED,high_engagement,0
60.34,14,9,14.0,2,0,3,0.241,0.1207,1.0,0.9,1.0,0.092,1.0,0.9045,0.9572,-0.6317,SILENT_RECESS,low_engagement,2
220.86,5,1,0.2,0,9,5,0.179,0.4417,0.5,0.1,0.0281,0.4949,0.5783,0.2029,0.0216,0.0483,WAVERING,moderate_engagement,1
342.44,5,2,1.1,1,12,3,0.363,0.6849,0.5,0.2,0.1577,0.6378,0.5687,0.2733,0.1675,0.0866,WAVERING,moderate_engagement,1
409.03,4,3,0.75,8,16,5,0.865,0.8181,0.4,0.3,0.1072,0.8132,0.4299,0.1367,0.0702,0.1551,ENGAGED,high_engagement,0
171.49,6,4,2.75,0,6,4,0.2,0.343,0.6,0.4,0.3922,0.4702,0.7025,0.4279,0.5573,-0.1805,WAVERING,moderate_engagement,1
251.92,2,6,8.16,2,9,5,0.141,0.5038,0.2,0.6,1.0,0.6085,0.1748,0.5725,0.8625,-0.2585,SILENT_RECESS,moderate_engagement,2
428.06,3,2,0.97,2,16,5,0.105,0.8561,0.3,0.2,0.1385,1.0,0.2874,0.2568,0.0183,0.2009,ENGAGED,moderate_engagement,0
148.49,4,3,1.12,3,4,5,0.495,0.297,0.4,0.3,0.1596,0.2533,0.4498,0.3732,0.2012,-0.0691,WAVERING,moderate_engagement,1
484.74,0,1,0.22,2,20,4,0.668,0.9695,0.0,0.1,0.0309,1.0,0.0,0.0309,0.0307,0.3585,ENGAGED,high_engagement,0
414.34,0,2,0.65,0,14,4,0.541,0.8287,0.0,0.2,0.0934,0.7594,0.1706,0.196,0.0448,0.2634,ENGAGED,high_engagement,0
229.62,5,6,13.57,0,8,2,0.046,0.4592,0.5,0.6,1.0,0.5625,0.6301,0.6489,0.9329,-0.3363,SILENT_RECESS,low_engagement,2
471.5,0,1,2.72,6,19,3,0.439,0.943,0.0,0.1,0.3882,0.8834,0.0065,0.0478,0.2667,0.2407,ENGAGED,high_engagement,0
149.81,2,5,0.2,1,6,4,0.052,0.2996,0.2,0.5,0.0286,0.3322,0.1632,0.4394,0.0532,-0.0287,WAVERING,moderate_engagement,1
300.76,1,1,0.33,0,12,1,0.782,0.6015,0.1,0.1,0.0465,0.5091,0.0653,0.1187,0.1219,0.1867,ENGAGED,high_engagement,0
335.05,2,1,1.64,10,12,4,0.641,0.6701,0.2,0.1,0.2346,0.5962,0.134,0.1346,0.2086,0.1377,ENGAGED,high_engagement,0
173.8,7,11,2.0,0,7,1,0.421,0.3476,0.7,1.0,0.2852,0.4323,0.6607,1.0,0.2451,-0.2865,SILENT_RECESS,low_engagement,2
235.11,1,7,0.4,1,9,4,0.664,0.4702,0.1,0.7,0.057,0.4968,0.1269,0.6653,0.0,0.011,WAVERING,moderate_engagement,1
395.67,1,5,0.39,3,15,1,0.499,0.7913,0.1,0.5,0.0557,0.7669,0.1167,0.6272,0.0974,0.1798,ENGAGED,high_engagement,0
121.14,3,4,4.43,1,4,2,0.276,0.2423,0.3,0.4,0.6329,0.2415,0.4144,0.4615,0.7372,-0.233,SILENT_RECESS,moderate_engagement,2
328.82,3,1,0.43,0,12,8,0.851,0.6576,0.3,0.1,0.0621,0.5174,0.1758,0.0182,0.0,0.1644,ENGAGED,high_engagement,0
309.04,5,7,9.79,0,13,1,0.612,0.6181,0.5,0.7,1.0,0.5698,0.4065,0.71,0.9339,-0.2928,SILENT_RECESS,low_engagement,2
424.41,1,0,1.72,2,18,5,0.98,0.8488,0.1,0.0,0.2454,0.8538,0.0806,0.0199,0.2192,0.2459,ENGAGED,high_engagement,0
438.47,1,1,0.53,0,17,1,0.655,0.8769,0.1,0.1,0.0754,0.9446,0.0821,0.0864,0.0,0.2882,ENGAGED,high_engagement,0
480.06,0,0,2.15,4,19,5,0.5,0.9601,0.0,0.0,0.3071,0.9899,0.1375,0.0,0.268,0.2919,ENGAGED,high_engagement,0
352.41,2,2,2.25,1,14,9,0.847,0.7048,0.2,0.2,0.3211,0.5985,0.1532,0.2048,0.2857,0.1056,ENGAGED,high_engagement,0
242.57,2,2,4.18,0,7,6,0.221,0.4851,0.2,0.2,0.5978,0.5651,0.3086,0.4724,0.7275,-0.0653,WAVERING,moderate_engagement,1
254.63,7,6,6.88,0,10,5,0.357,0.5093,0.7,0.6,0.9835,0.5276,0.592,0.6459,1.0,-0.3513,SILENT_RECESS,moderate_engagement,2
356.62,1,6,3.18,0,14,5,0.749,0.7132,0.1,0.6,0.4543,0.6625,0.264,0.6006,0.486,0.009,WAVERING,high_engagement,1
24.45,7,3,11.42,0,1,3,0.098,0.0489,0.7,0.3,1.0,0.0754,0.7524,0.179,1.0,-0.4804,SILENT_RECESS,low_engagement,2
143.11,4,3,0.39,0,7,5,0.02,0.2862,0.4,0.3,0.0551,0.3893,0.542,0.1893,0.0838,-0.042,WAVERING,moderate_engagement,1
445.03,1,1,1.51,2,20,6,0.642,0.8901,0.1,0.1,0.2156,0.8472,0.0181,0.22,0.2152,0.2514,ENGAGED,high_engagement,0
105.57,9,6,3.21,0,2,2,0.042,0.2111,0.9,0.6,0.4591,0.2581,1.0,0.6064,0.4438,-0.3533,SILENT_RECESS,low_engagement,2
462.71,1,0,0.41,3,16,5,0.623,0.9254,0.1,0.0,0.0591,0.9356,0.0202,0.0,0.0,0.3324,ENGAGED,high_engagement,0
188.69,2,2,0.32,2,8,5,0.222,0.3774,0.2,0.2,0.0464,0.4113,0.2001,0.2065,0.0687,0.057,WAVERING,moderate_engagement,1
457.43,0,1,1.99,2,17,8,0.833,0.9149,0.0,0.1,0.2839,0.8859,0.136,0.2093,0.19,0.2608,ENGAGED,high_engagement,0
126.55,4,2,1.03,0,5,6,0.191,0.2531,0.4,0.2,0.1472,0.3248,0.4515,0.0862,0.0394,-0.0629,WAVERING,moderate_engagement,1
106.16,6,13,14.0,0,5,5,0.094,0.2123,0.6,1.0,1.0,0.2382,0.6446,0.8767,0.9416,-0.5351,SILENT_RECESS,low_engagement,2
345.2,1,4,0.86,2,14,7,0.776,0.6904,0.1,0.4,0.1222,0.5802,0.1107,0.2811,0.0,0.1395,ENGAGED,high_engagement,0
255.18,5,3,2.69,0,10,4,0.375,0.5104,0.5,0.3,0.3837,0.463,0.4759,0.2831,0.2911,-0.071,WAVERING,moderate_engagement,1
294.71,5,4,0.46,0,12,8,0.279,0.5894,0.5,0.4,0.0664,0.6228,0.6084,0.4521,0.0756,0.0359,WAVERING,moderate_engagement,1
233.43,0,4,0.24,1,10,7,0.756,0.4669,0.0,0.4,0.0337,0.5237,0.1069,0.2994,0.0213,0.0966,WAVERING,high_engagement,1
403.67,3,5,1.56,1,15,5,0.308,0.8073,0.3,0.5,0.2233,0.8162,0.1935,0.3938,0.2147,0.0959,WAVERING,moderate_engagement,1
13.96,3,3,6.23,1,0,1,0.123,0.0279,0.3,0.3,0.89,0.0,0.1906,0.3654,0.9342,-0.3758,SILENT_RECESS,low_engagement,2
219.06,1,0,1.75,2,9,4,0.674,0.4381,0.1,0.0,0.2503,0.529,0.0663,0.1023,0.2229,0.0802,WAVERING,moderate_engagement,1
261.56,3,6,0.79,1,10,3,0.096,0.5231,0.3,0.6,0.1133,0.3328,0.4372,0.6197,0.0,-0.0048,WAVERING,moderate_engagement,1
388.29,0,2,0.63,1,15,3,0.677,0.7766,0.0,0.2,0.09,0.7921,0.1791,0.1565,0.116,0.2436,ENGAGED,high_engagement,0
371.77,3,4,2.74,3,16,8,0.165,0.7435,0.3,0.4,0.3914,0.8001,0.3524,0.2731,0.2342,0.04,WAVERING,moderate_engagement,1
306.18,6,4,0.03,2,12,3,0.665,0.6124,0.6,0.4,0.0047,0.5898,0.5587,0.2603,0.0,0.0435,WAVERING,moderate_engagement,1
138.7,6,6,0.15,0,6,1,0.18,0.2774,0.6,0.6,0.0218,0.2065,0.4679,0.6712,0.054,-0.1356,WAVERING,low_engagement,1
329.3,4,4,1.05,2,13,3,0.335,0.6586,0.4,0.4,0.1503,0.6804,0.4847,0.4053,0.2564,0.0583,WAVERING,moderate_engagement,1
438.65,1,3,1.36,0,17,7,0.563,0.8773,0.1,0.3,0.1943,0.7336,0.1899,0.363,0.0882,0.2126,ENGAGED,high_engagement,0
435.14,1,5,1.16,0,18,6,0.672,0.8703,0.1,0.5,0.1661,0.9188,0.0516,0.5181,0.2534,0.1783,ENGAGED,high_engagement,0
362.56,1,3,1.53,0,14,1,0.534,0.7251,0.1,0.3,0.2181,0.8702,0.1443,0.186,0.1673,0.1446,ENGAGED,high_engagement,0
469.16,3,4,5.53,8,18,7,0.428,0.9383,0.3,0.4,0.7906,1.0,0.2697,0.4817,0.8274,-0.0018,WAVERING,high_engagement,1
115.88,2,3,7.17,1,4,8,0.373,0.2318,0.2,0.3,1.0,0.1641,0.2911,0.2334,0.9883,-0.3073,SILENT_RECESS,moderate_engagement,2
331.98,1,1,0.4,3,13,4,0.465,0.664,0.1,0.1,0.057,0.7305,0.0531,0.0039,0.1663,0.2085,ENGAGED,high_engagement,0
361.63,9,0,6.82,0,13,5,0.517,0.7233,0.9,0.0,0.9745,0.6567,0.9073,0.0,0.9812,-0.183,WAVERING,moderate_engagement,1
460.91,2,2,2.59,3,18,2,0.607,0.9218,0.2,0.2,0.3697,0.926,0.2222,0.1211,0.267,0.1778,ENGAGED,high_engagement,0
271.23,5,4,2.62,0,10,4,0.183,0.5425,0.5,0.4,0.3742,0.4414,0.4215,0.5646,0.4189,-0.0753,WAVERING,moderate_engagement,1
288.95,2,1,8.46,5,11,4,0.462,0.5779,0.2,0.1,1.0,0.5753,0.2976,0.0288,1.0,-0.1288,WAVERING,moderate_engagement,1
388.12,2,3,5.29,5,14,6,0.362,0.7762,0.2,0.3,0.7564,0.8152,0.1692,0.3673,0.8076,-0.0164,WAVERING,moderate_engagement,1
345.44,2,1,1.93,3,12,2,0.605,0.6909,0.2,0.1,0.276,0.7168,0.2139,0.0241,0.3711,0.1335,ENGAGED,high_engagement,0
387.69,1,2,1.58,8,14,1,0.564,0.7754,0.1,0.2,0.2254,0.7773,0.186,0.1914,0.2911,0.1825,ENGAGED,high_engagement,0
319.5,8,6,3.18,0,12,7,0.47,0.639,0.8,0.6,0.4548,0.8071,0.8708,0.4612,0.5421,-0.1608,WAVERING,moderate_engagement,1
309.42,3,4,1.79,1,13,8,0.226,0.6188,0.3,0.4,0.2557,0.5866,0.254,0.5154,0.2908,0.0308,WAVERING,moderate_engagement,1
103.55,3,5,1.91,1,5,5,0.18,0.2071,0.3,0.5,0.2726,0.2185,0.3156,0.4706,0.3717,-0.1589,WAVERING,moderate_engagement,1
318.29,5,4,3.84,1,12,7,0.354,0.6366,0.5,0.4,0.5488,0.6572,0.3881,0.4318,0.4225,-0.09,WAVERING,moderate_engagement,1
436.35,3,3,3.13,3,17,4,0.361,0.8727,0.3,0.3,0.4468,0.8044,0.2697,0.2812,0.5283,0.095,WAVERING,moderate_engagement,1
22.4,10,8,10.51,1,0,1,0.179,0.0448,1.0,0.8,1.0,0.0,0.9927,0.9075,1.0,-0.6421,SILENT_RECESS,low_engagement,2
177.33,2,3,5.94,0,7,7,0.212,0.3547,0.2,0.3,0.8492,0.3113,0.1071,0.3569,0.859,-0.2129,SILENT_RECESS,moderate_engagement,2
410.35,1,5,0.08,8,15,4,0.731,0.8207,0.1,0.5,0.0114,0.8552,0.0567,0.4299,0.1293,0.2049,ENGAGED,high_engagement,0
87.83,1,5,1.46,1,0,3,0.381,0.1757,0.1,0.5,0.2085,0.0869,0.1875,0.3913,0.3196,-0.1123,WAVERING,moderate_engagement,1
453.21,5,5,1.91,1,18,4,0.087,0.9064,0.5,0.5,0.2725,0.9601,0.5122,0.5684,0.273,0.0808,WAVERING,moderate_engagement,1
239.44,2,6,0.73,0,10,6,0.097,0.4789,0.2,0.6,0.104,0.5151,0.1407,0.4118,0.0036,0.0004,WAVERING,moderate_engagement,1
411.95,1,4,3.49,2,17,3,0.64,0.8239,0.1,0.4,0.4983,0.8215,0.1511,0.3758,0.553,0.0801,WAVERING,high_engagement,1
361.39,1,3,1.44,7,12,4,0.426,0.7228,0.1,0.3,0.2056,0.7188,0.0381,0.1976,0.1348,0.1474,ENGAGED,high_engagement,0
93.0,13,8,5.28,1,2,2,0.052,0.186,1.0,0.8,0.7547,0.127,0.9186,0.7281,0.8009,-0.512,SILENT_RECESS,low_engagement,2
331.18,1,5,1.83,0,14,5,0.255,0.6624,0.1,0.5,0.2608,0.7211,0.0906,0.6402,0.3618,0.0667,WAVERING,moderate_engagement,1
343.3,3,3,1.57,0,13,5,0.859,0.6866,0.3,0.3,0.2241,0.6344,0.4166,0.2564,0.3212,0.0874,WAVERING,high_engagement,1
227.41,5,4,1.27,0,8,5,0.129,0.4548,0.5,0.4,0.1816,0.5187,0.517,0.2695,0.1884,-0.0526,WAVERING,moderate_engagement,1
245.4,4,3,9.36,0,8,3,0.358,0.4908,0.4,0.3,1.0,0.5429,0.3932,0.3794,0.904,-0.2437,SILENT_RECESS,moderate_engagement,2
402.01,5,4,1.48,0,14,4,0.469,0.804,0.5,0.4,0.2108,0.7903,0.3876,0.4109,0.2364,0.0784,WAVERING,moderate_engagement,1
29.48,8,10,9.33,1,0,1,0.13,0.059,0.8,1.0,1.0,0.0661,0.6896,0.7852,1.0,-0.6364,SILENT_RECESS,low_engagement,2
290.5,2,3,0.76,0,12,9,0.203,0.581,0.2,0.3,0.1083,0.3769,0.1568,0.437,0.186,0.0999,WAVERING,moderate_engagement,1
424.74,2,6,1.34,1,17,4,0.63,0.8495,0.2,0.6,0.1914,0.8013,0.2081,0.5838,0.1387,0.1224,ENGAGED,high_engagement,0
489.87,0,3,0.09,0,19,4,0.293,0.9797,0.0,0.3,0.0133,0.8669,0.0,0.2517,0.2647,0.3279,ENGAGED,high_engagement,0
293.44,3,5,0.94,2,11,8,0.532,0.5869,0.3,0.5,0.134,0.4852,0.3304,0.5971,0.0951,0.0346,WAVERING,moderate_engagement,1
104.4,6,4,10.81,4,3,6,0.075,0.2088,0.6,0.4,1.0,0.1589,0.6984,0.1797,0.8256,-0.4165,SILENT_RECESS,moderate_engagement,2
36.47,7,6,11.72,1,2,2,0.129,0.0729,0.7,0.6,1.0,0.1104,0.6344,0.5831,0.9679,-0.5308,SILENT_RECESS,low_engagement,2
377.26,1,0,0.05,1,15,3,0.825,0.7545,0.1,0.0,0.0077,0.8976,0.1211,0.0899,0.0,0.2795,ENGAGED,high_engagement,0
18.94,10,8,0.36,0,1,1,0.297,0.0379,1.0,0.8,0.0507,0.0295,0.9445,0.812,0.0649,-0.3601,SILENT_RECESS,low_engagement,2
34.58,8,6,1.42,2,1,1,0.218,0.0692,0.8,0.6,0.2024,0.031,0.7573,0.6227,0.1311,-0.3131,SILENT_RECESS,low_engagement,2
81.39,2,4,0.04,0,2,7,0.726,0.1628,0.2,0.4,0.0062,0.0978,0.1177,0.3092,0.0,-0.0567,WAVERING,moderate_engagement,1
329.85,0,2,3.18,3,12,5,0.847,0.6597,0.0,0.2,0.455,0.5413,0.0029,0.257,0.3859,0.0874,WAVERING,high_engagement,1
369.97,1,0,1.62,4,14,2,0.84,0.7399,0.1,0.0,0.2316,0.8131,0.0,0.0,0.2673,0.2065,ENGAGED,high_engagement,0
458.16,4,3,0.64,0,19,3,0.431,0.9163,0.4,0.3,0.0907,0.9038,0.449,0.256,0.0575,0.1993,ENGAGED,moderate_engagement,0
207.13,8,5,0.5,0,7,1,0.158,0.4143,0.8,0.5,0.0716,0.3465,0.8219,0.4522,0.0,-0.1158,WAVERING,low_engagement,1
21.39,4,11,2.28,1,1,2,0.072,0.0428,0.4,1.0,0.325,0.1201,0.3513,1.0,0.4781,-0.3604,SILENT_RECESS,low_engagement,2
331.41,0,3,0.16,0,13,1,0.391,0.6628,0.0,0.3,0.0225,0.6692,0.0747,0.2538,0.0828,0.1984,ENGAGED,high_engagement,0
344.52,0,2,0.89,6,14,2,0.63,0.689,0.0,0.2,0.1272,0.6492,0.0116,0.0317,0.1821,0.1975,ENGAGED,high_engagement,0
329.48,0,3,0.54,1,13,6,0.595,0.659,0.0,0.3,0.0776,0.6861,0.0995,0.3914,0.016,0.1803,ENGAGED,high_engagement,0
340.53,0,1,2.15,0,14,6,0.844,0.6811,0.0,0.1,0.3077,0.6599,0.0,0.1229,0.3173,0.1601,ENGAGED,high_engagement,0
298.93,2,4,0.26,1,13,1,0.118,0.5979,0.2,0.4,0.0377,0.6695,0.2064,0.3176,0.0,0.1078,ENGAGED,moderate_engagement,0
75.0,5,1,12.35,1,2,2,0.116,0.15,0.5,0.1,1.0,0.3009,0.5376,0.2129,0.9244,-0.36,SILENT_RECESS,low_engagement,2
348.16,1,3,0.05,1,14,4,0.736,0.6963,0.1,0.3,0.0068,0.6367,0.1409,0.3365,0.0,0.1965,ENGAGED,high_engagement,0
206.78,4,5,4.22,8,6,4,0.693,0.4136,0.4,0.5,0.6029,0.4705,0.3487,0.656,0.533,-0.1955,WAVERING,moderate_engagement,1
353.9,4,5,9.57,5,14,5,0.155,0.7078,0.4,0.5,1.0,0.8326,0.292,0.4916,1.0,-0.1969,WAVERING,moderate_engagement,1
285.84,3,1,1.27,5,9,2,0.072,0.5717,0.3,0.1,0.1811,0.4947,0.3324,0.2249,0.1868,0.0943,WAVERING,moderate_engagement,1
316.49,2,4,0.91,9,11,6,0.852,0.633,0.2,0.4,0.1296,0.6448,0.1595,0.4126,0.0155,0.0943,WAVERING,high_engagement,1
403.41,1,2,1.36,1,17,7,0.389,0.8068,0.1,0.2,0.195,0.9452,0.0408,0.1774,0.0535,0.2042,ENGAGED,high_engagement,0
418.19,1,3,1.01,5,19,6,0.463,0.8364,0.1,0.3,0.1437,0.8884,0.1381,0.2597,0.0208,0.2114,ENGAGED,high_engagement,0
14.44,3,6,6.12,0,0,3,0.321,0.0289,0.3,0.6,0.8743,0.0081,0.2098,0.6803,0.8472,-0.4307,SILENT_RECESS,low_engagement,2
207.87,3,9,2.52,0,8,4,0.477,0.4157,0.3,0.9,0.3593,0.4699,0.2287,1.0,0.3945,-0.1815,WAVERING,moderate_engagement,1
79.37,5,5,6.67,0,3,1,0.25,0.1587,0.5,0.5,0.9528,0.2137,0.5275,0.483,0.9544,-0.4224,SILENT_RECESS,low_engagement,2
458.52,2,4,0.35,1,18,5,0.9,0.917,0.2,0.4,0.0502,0.8607,0.2503,0.4704,0.0739,0.2318,ENGAGED,high_engagement,0
9.37,3,9,4.31,1,0,1,0.117,0.0187,0.3,0.9,0.6162,0.1115,0.2217,0.9039,0.6752,-0.4174,SILENT_RECESS,low_engagement,2
299.24,5,2,1.3,1,11,6,0.349,0.5985,0.5,0.2,0.1856,0.6493,0.5394,0.2372,0.238,0.0437,WAVERING,moderate_engagement,1
306.63,5,3,2.1,0,12,5,0.383,0.6133,0.5,0.3,0.3002,0.6309,0.436,0.3604,0.27,-0.0048,WAVERING,moderate_engagement,1
383.99,7,3,0.78,0,14,4,0.387,0.768,0.7,0.3,0.1119,0.7048,0.7547,0.1772,0.152,0.0736,WAVERING,moderate_engagement,1
188.6,5,4,3.95,4,6,7,0.356,0.3772,0.5,0.4,0.5638,0.413,0.5705,0.2866,0.6934,-0.1983,WAVERING,moderate_engagement,1
407.09,0,2,1.56,0,13,6,0.694,0.8142,0.0,0.2,0.2233,0.9268,0.0995,0.2726,0.1344,0.2187,ENGAGED,high_engagement,0
160.66,5,5,14.0,0,4,3,0.0,0.3213,0.5,0.5,1.0,0.4636,0.5741,0.4483,0.9985,-0.3715,SILENT_RECESS,low_engagement,2
26.24,3,6,7.06,0,2,5,0.07,0.0525,0.3,0.6,1.0,0.1887,0.2835,0.6119,1.0,-0.459,SILENT_RECESS,low_engagement,2
151.12,6,2,0.79,0,7,4,0.36,0.3022,0.6,0.2,0.1135,0.251,0.4756,0.1981,0.03,-0.0731,WAVERING,moderate_engagement,1
487.8,4,2,6.34,1,19,7,0.846,0.9756,0.4,0.2,0.9057,1.0,0.3796,0.2225,0.91,-0.0015,WAVERING,high_engagement,1
216.6,0,7,5.16,0,7,5,0.243,0.4332,0.0,0.7,0.7366,0.3879,0.0108,0.667,0.6979,-0.1877,WAVERING,moderate_engagement,1
161.76,5,4,5.53,0,7,1,0.011,0.3235,0.5,0.4,0.7894,0.3282,0.4143,0.369,0.7332,-0.2874,SILENT_RECESS,low_engagement,2
381.67,1,1,0.65,2,14,4,0.798,0.7633,0.1,0.1,0.0927,0.7692,0.2127,0.0953,0.1961,0.2375,ENGAGED,high_engagement,0
458.86,2,1,7.89,0,17,5,0.818,0.9177,0.2,0.1,1.0,1.0,0.225,0.046,1.0,0.0071,WAVERING,high_engagement,1
341.42,2,2,2.11,1,12,7,0.722,0.6828,0.2,0.2,0.3009,0.648,0.1227,0.1388,0.1701,0.1029,ENGAGED,high_engagement,0
202.2,4,6,1.13,2,7,1,0.026,0.4044,0.4,0.6,0.1618,0.3705,0.5252,0.607,0.0225,-0.0868,WAVERING,low_engagement,1
270.62,2,4,5.3,0,11,1,0.029,0.5412,0.2,0.4,0.7572,0.532,0.0877,0.5047,0.8689,-0.1307,WAVERING,low_engagement,1
355.56,1,3,4.72,1,13,5,0.813,0.7111,0.1,0.3,0.6744,0.6832,0.0755,0.2791,0.7396,0.0021,WAVERING,high_engagement,1
206.29,5,2,2.37,1,7,4,0.567,0.4126,0.5,0.2,0.339,0.304,0.5431,0.2514,0.3997,-0.0767,WAVERING,moderate_engagement,1
368.86,1,4,0.74,1,15,5,0.598,0.7377,0.1,0.4,0.1055,0.7673,0.0963,0.4718,0.1718,0.1634,ENGAGED,moderate_engagement,0
87.46,6,6,4.28,0,4,3,0.021,0.1749,0.6,0.6,0.6113,0.1713,0.6127,0.6529,0.5925,-0.3534,SILENT_RECESS,low_engagement,2
73.06,4,5,3.87,1,3,1,0.021,0.1461,0.4,0.5,0.5535,0.1542,0.4518,0.6577,0.4534,-0.2876,SILENT_RECESS,low_engagement,2
371.97,2,0,1.61,3,15,4,0.559,0.7439,0.2,0.0,0.2301,0.76,0.1496,0.0113,0.2461,0.1885,ENGAGED,high_engagement,0
137.2,8,8,10.58,0,4,2,0.146,0.2744,0.8,0.8,1.0,0.2684,0.8076,0.964,1.0,-0.5102,SILENT_RECESS,low_engagement,2
381.21,2,0,0.62,2,17,4,0.955,0.7624,0.2,0.0,0.0887,0.7729,0.2632,0.0,0.1587,0.2384,ENGAGED,high_engagement,0
278.41,0,1,5.91,6,11,3,0.833,0.5568,0.0,0.1,0.8443,0.527,0.0,0.0167,0.8127,-0.0506,WAVERING,high_engagement,1
143.04,9,5,7.04,0,6,1,0.059,0.2861,0.9,0.5,1.0,0.2287,1.0,0.4251,1.0,-0.4656,SILENT_RECESS,low_engagement,2
203.03,1,2,0.55,0,8,6,0.426,0.4061,0.1,0.2,0.0782,0.3508,0.0343,0.0363,0.0243,0.079,WAVERING,moderate_engagement,1
283.58,1,6,12.27,0,12,4,0.318,0.5672,0.1,0.6,1.0,0.5603,0.1895,0.6139,0.8858,-0.2131,SILENT_RECESS,moderate_engagement,2
178.02,2,3,1.06,0,7,4,0.489,0.356,0.2,0.3,0.1518,0.3563,0.1913,0.2976,0.0382,-0.0031,WAVERING,moderate_engagement,1
436.65,3,3,0.34,0,18,6,0.324,0.8733,0.3,0.3,0.0488,0.81,0.0986,0.3583,0.1315,0.2147,ENGAGED,moderate_engagement,0
328.44,3,3,1.12,0,13,3,0.608,0.6569,0.3,0.3,0.1607,0.7085,0.3155,0.2077,0.075,0.0945,WAVERING,moderate_engagement,1
236.19,5,4,0.26,4,8,1,0.227,0.4724,0.5,0.4,0.0373,0.3822,0.5684,0.387,0.0127,-0.0023,WAVERING,low_engagement,1
19.77,9,10,3.97,3,0,2,0.072,0.0395,0.9,1.0,0.5678,0.0015,0.9059,1.0,0.6575,-0.5345,SILENT_RECESS,low_engagement,2
326.73,3,1,0.77,1,13,5,0.612,0.6535,0.3,0.1,0.1097,0.6394,0.1737,0.1481,0.1488,0.1485,ENGAGED,high_engagement,0
349.15,0,2,0.31,0,13,7,0.382,0.6983,0.0,0.2,0.0446,0.6198,0.0174,0.1054,0.0,0.2259,ENGAGED,high_engagement,0
168.27,6,2,1.26,1,5,6,0.631,0.3365,0.6,0.2,0.1796,0.3031,0.5947,0.0236,0.028,-0.0793,WAVERING,moderate_engagement,1
134.17,7,5,3.46,3,4,4,0.573,0.2683,0.7,0.5,0.4944,0.3364,0.6736,0.4714,0.4001,-0.281,SILENT_RECESS,moderate_engagement,2
418.03,1,1,0.61,1,15,1,0.918,0.8361,0.1,0.1,0.0877,0.8996,0.0041,0.1428,0.0436,0.2681,ENGAGED,high_engagement,0
229.52,7,5,4.19,0,7,6,0.087,0.459,0.7,0.5,0.5989,0.4332,0.697,0.4826,0.648,-0.236,SILENT_RECESS,low_engagement,2
364.17,6,3,6.44,0,15,5,0.355,0.7283,0.6,0.3,0.9202,0.6759,0.6662,0.2483,0.9795,-0.1647,WAVERING,moderate_engagement,1
367.39,0,2,0.14,2,13,9,0.696,0.7348,0.0,0.2,0.0198,0.7426,0.0071,0.2262,0.0,0.248,ENGAGED,high_engagement,0
283.21,2,4,6.85,1,12,2,0.348,0.5664,0.2,0.4,0.9788,0.5009,0.3019,0.4581,0.9827,-0.1871,WAVERING,moderate_engagement,1
89.86,2,8,14.0,0,2,1,0.234,0.1797,0.2,0.8,1.0,0.2859,0.2079,0.7754,0.9919,-0.4281,SILENT_RECESS,low_engagement,2
277.87,1,2,0.73,2,13,11,0.361,0.5557,0.1,0.2,0.1036,0.6041,0.0861,0.2168,0.0,0.1312,ENGAGED,high_engagement,0
463.58,1,0,1.24,0,16,3,0.623,0.9272,0.1,0.0,0.1775,1.0,0.0279,0.0,0.1501,0.2976,ENGAGED,high_engagement,0
279.55,0,0,0.18,0,10,4,0.602,0.5591,0.0,0.0,0.0251,0.6594,0.0667,0.2009,0.0073,0.2161,ENGAGED,high_engagement,0
349.32,3,5,3.0,2,13,10,0.857,0.6986,0.3,0.5,0.4291,0.6409,0.3434,0.4717,0.5743,-0.0093,WAVERING,high_engagement,1
240.92,2,7,14.0,0,10,3,0.073,0.4818,0.2,0.7,1.0,0.4456,0.0951,0.632,0.9801,-0.2873,SILENT_RECESS,moderate_engagement,2
410.69,1,4,1.91,0,15,6,0.231,0.8214,0.1,0.4,0.2725,0.7459,0.2115,0.4648,0.2837,0.1468,ENGAGED,moderate_engagement,0
